question_id,topic,difficulty,is_active,question_text,reference_law,reference_book,feedback,image,total_options,correct_option_indexes,option_1_text,option_1_is_correct,option_2_text,option_2_is_correct,option_3_text,option_3_is_correct,option_4_text,option_4_is_correct,option_5_text,option_5_is_correct,option_6_text,option_6_is_correct
558,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Usted puede realizar un viraje en U: (Multirespuesta),,,"El viraje en U es una maniobra de 180 grados para cambiar al sentido opuesto de circulación. En Chile, según la Ley de Tránsito 18.290, esta maniobra está permitida únicamente cuando no existe una prohibición expresa (señalética o demarcación) y las condiciones de seguridad lo permiten. Casos donde está prohibido por Ley Está estrictamente prohibido realizar un viraje en U en las siguientes situaciones: 
Intersecciones: En cualquier cruce de calles o caminos.
Pasos peatonales: Tanto en pasos de cebra como en cruces peatonales no demarcados.
Zonas de visibilidad reducida: A menos de 200 metros de curvas, cimas, gradientes, túneles, puentes, viaductos o cruces ferroviarios.
Línea continua: Donde exista una línea de centro de calzada continua o doble línea continua.
Señalética: Donde exista la señal vertical de ""No Virar en U"". 
Cómo realizarlo correctamente (cuando es legal)Si la maniobra está permitida (por ejemplo, en una avenida con bandejón central sin prohibición), debes seguir estos pasos: 
Señalizar: Indica tu intención con las luces intermitentes al menos 30 metros antes.
Posicionamiento: Ubícate en la pista izquierda, lo más cerca posible del eje de la calzada o del bandejón.
Ceder preferencia: Siempre pierdes la preferencia frente a los vehículos que circulan en sentido contrario y peatones; debes esperar a que la vía esté despejada.
Ejecución: Realiza el giro y busca incorporarte a la pista más conveniente en el nuevo sentido. 
Multas y Sanciones Efectuar un viraje en U en un lugar prohibido es una falta menos grave. 
Monto: Entre 0,5 y 1 UTM (aproximadamente entre $33.000 y $66.000 pesos chilenos).
Sanción adicional: Puede conllevar la retención de la licencia de conducir. 
",,3,3,En el paso de peatones,no,En una intersección,no,A mitad de cuadra solo si existe linea discontinua.,si,,,,,,
559,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que infracción resulta en la suspensión de la licencia de conducir por un periodo entre 5 y 45 días?,,,"En Chile, de acuerdo con la Ley de Tránsito 18.290, la suspensión de la licencia por un período de 5 a 45 días se aplica cuando un conductor comete una infracción gravísima. Las infracciones que entran en esta categoría incluyen:
Exceso de velocidad: Exceder en más de 20 km/h el límite de velocidad máxima permitida.
No respetar señales críticas: Ignorar una luz roja del semáforo o una señal de PARE.
Seguridad infantil: Llevar a menores de 12 años en el asiento delantero o menores de 9 años sin un sistema de retención infantil (silla).
Uso de dispositivos: Conducir manipulando un teléfono celular u otro dispositivo electrónico, a menos que se use un sistema de manos libres.
Licencia: Conducir sin haber obtenido previamente una licencia de conducir. 
Además de la suspensión, estas faltas conllevan una multa de 1,5 a 3 UTM. Es importante notar que si se cometen dos infracciones gravísimas en un período de 12 meses, el plazo de suspensión aumenta a un rango de 45 a 90 días.",,3,1,Exceder en 20 km/h el limite de velocidad,si,Conducir en estado de ebriedad,no,no detenerse ante la señal CEDA EL PASO,no,,,,,,
560,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cual es la función de los amortiguadores?,,,"La función principal de los amortiguadores es controlar el movimiento de la suspensión, los muelles o resortes, garantizando que los neumáticos se mantengan en contacto constante con el pavimento. Sus tareas clave son:
Seguridad: Evitan que el vehículo pierda estabilidad y ""rebote"" sin control tras pasar por un bache o irregularidad.
Adherencia: Al mantener las ruedas pegadas al suelo, permiten que la dirección sea precisa y que los frenos actúen eficazmente.
Confort: Absorben las vibraciones y el impacto de las irregularidades de la vía para que no se transmitan directamente al habitáculo.
Protección: Reducen el desgaste de otros componentes mecánicos, como los neumáticos y los elementos del sistema de dirección.
",,3,1,Absorber impactos por las irregularidades del camino.,si,Equilibrar la estabilidad,no,Cuidar las balatas de freno,no,,,,,,
561,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Tratándose de un cruce ferroviario cual de las siguientes afirmaciones es correcta: (Multirespuesta),,,"Para el examen de conducir en Chile, la afirmación correcta ante un cruce ferroviario siempre se basa en la prevención y la prioridad del tren. Aquí están las reglas fundamentales que validan la respuesta correcta:
Detención obligatoria: Si el cruce no tiene barreras ni señales sonoras/luminosas, debes detenerte, mirar y escuchar antes de cruzar.
Prioridad absoluta: El tren siempre tiene la preferencia de paso sobre los vehículos y peatones.
Prohibición de adelantar: Está prohibido adelantar a otros vehículos en el cruce y hasta 200 metros antes de él.
Prohibición de estacionar: No se puede estacionar a menos de 20 metros de un cruce ferroviario a nivel.
Velocidad: Se debe reducir la velocidad a un nivel que permita detenerse con seguridad antes de llegar a la vía.
",,4,"1, 2, 3, 4",Apague su radio para escuchar mejor.,si,No se detenga justo en la lineas de ferrocarril o inmediatamente después de este.,si,No estacione a menos de 20 Metros del cruce.,si,No adelante a menos de 200 metros del cruce.,si,,,,
562,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que hacer en caso de tratarse de vehículos eléctricos e híbridos que estén involucrados en siniestro de transito.?,,,"Ante un siniestro de tránsito que involucre vehículos eléctricos (EV) o híbridos (HEV/PHEV), las acciones deben priorizar la seguridad ante riesgos específicos como la alta tensión y posibles incendios químicos. A diferencia de los vehículos convencionales, estos presentan voltajes que pueden superar los 600V, lo que requiere un protocolo de ""máxima precaución"". Pasos Inmediatos para Conductores y Testigos
Identificar el vehículo: Busca insignias como ""EV"", ""Hybrid"", ""Z.E."" o cables de color naranja (que indican alta tensión).
Llamar a Emergencias (132 Bomberos / 131 SAMU): Es fundamental indicar explícitamente que se trata de un vehículo eléctrico o híbrido para que el personal acuda con el equipo adecuado.
Inmovilizar y apagar: Si es seguro, pon el vehículo en ""P"" (Park), activa el freno de mano y quita la llave (o aléjala 5 metros si es de proximidad) para desactivar el sistema de alta tensión.
Mantener distancia: Aléjate al menos 30 metros si hay humo, chispas o ruidos (como siseos), ya que las baterías dañadas pueden liberar gases tóxicos o incendiarse de forma repentina. 
Riesgos Críticos a Considerar
Silencio Peligroso: El vehículo puede parecer apagado pero estar ""listo para moverse"" (Ready). No asumas que no hay peligro si no escuchas el motor.
Cables Naranja: Nunca toques, cortes ni manipules cables de color naranja; estos transportan la corriente de alta tensión.
Incendio de Baterías: Si hay fuego en la batería, los extintores comunes suelen ser insuficientes. Los bomberos deben usar grandes cantidades de agua para enfriar las celdas.
Fugas de Electrolito: Si ves un líquido transparente con olor dulce, evítalo; es electrolito de la batería y es altamente tóxico e inflamable. 
Recomendaciones Adicionales
Hoja de Rescate: Si eres dueño de un EV/Híbrido, mantén una copia de la Hoja de Rescate (proporcionada por el fabricante) en el vehículo para entregarla a los equipos de emergencia.
Post-Accidente: Aunque el vehículo no parezca dañado, la batería podría haber sufrido un daño interno que cause un incendio horas o días después. Debe ser inspeccionado por un servicio técnico especializado.
",,3,"1, 2","No manipular vehículo ni cables, puedes  exponerte a alta tensión.",si,Mover el auto para rescatar a las personas atrapadas ,si,Mover el auto para despejar la vía,no,,,,,,
563,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Con respecto a los siniestros de transito en Chile podemos afirmar según conaset  lo siguiente:  (Multirespuesta),,,"Con respecto a los siniestros de tránsito en Chile y según los datos oficiales de CONASET, se pueden afirmar las siguientes estadísticas clave que suelen aparecer en los exámenes de conducir:
Distribución por zona: La gran mayoría de los siniestros (aproximadamente el 75% a 80%) ocurre en zonas urbanas. Sin embargo, la mayor cantidad de fallecidos (cerca del 60% a 67%) se registra en zonas rurales o vías interurbanas, debido principalmente a las mayores velocidades de circulación.
Fallecidos diarios: En Chile mueren, en promedio, entre 4 y 5 personas diariamente debido a siniestros de tránsito.
Cantidad anual de siniestros: Anualmente se registran más de 70.000 a 82.000 siniestros de tránsito en el país.
Impacto de los atropellos: Aunque los atropellos representan solo un 15% de los accidentes, son responsables de aproximadamente el 40% de las muertes totales en el tránsito.
Causas principales: La imprudencia del conductor es la causa principal (presente en más del 60% de los casos), seguida por el consumo de alcohol y el exceso de velocidad.
Evitabilidad: Según el Libro del Nuevo Conductor, la gran mayoría de estas muertes podrían haberse evitado si se hubieran seguido las normas de seguridad
",,4,"1, 2, 3, 4",Se registran 82.000 siniestros de transito aproximadamente por año.,si,"Fallecen a causa de siniestros 16,000 personas anualmente.",si,En promedio 450 personas son atropelladas al año.,si,Diariamente mueren 4 a 5 personas por siniestros de transito.,si,,,,
564,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,El servofreno funciona solo:,,,"El servofreno funciona solo cuando el motor está encendido (o si queda vacío de reserva en el sistema). Su función es multiplicar la fuerza que ejerces sobre el pedal, haciendo que frenar sea suave y sin esfuerzo. Aquí te explico cómo operarlo y cómo saber si está fallando:Cómo funciona utiliza el vacío generado por el motor (en motores de gasolina) o por una bomba de vacío (en motores diésel o turbo) para ayudar a empujar el pistón de la bomba de freno. Cómo probar si funciona (Prueba estática)Puedes hacer esta prueba rápida con el auto detenido:
Con el motor apagado: Bombea el pedal de freno 4 o 5 veces hasta que se ponga duro.
Mantén presionado: Deja el pie apretando el pedal con fuerza constante.
Enciende el motor:
Si funciona: El pedal debe ceder y bajar suavemente apenas el motor arranque.
Si no funciona: El pedal se mantendrá duro y no se moverá.
Síntomas de que está fallando
Pedal extremadamente duro: Sientes que tienes que pararte en el pedal para que el auto se detenga un poco.
Ruido de soplido: Escuchas un ""pssss"" (escape de aire) dentro de la cabina al pisar el freno.
El motor falla al frenar: Si hay una rotura en el diafragma interno, entra aire extra al motor, lo que puede causar que las revoluciones bajen o el motor se apague al pisar el freno.
Dato importante: Si el motor se apaga mientras vas conduciendo (por ejemplo, al ir remolcado), el servofreno dejará de funcionar tras una o dos aplicaciones del pedal. El auto seguirá frenando, pero tendrás que hacer muchísima más fuerza de la habitual.",,3,1,Con el motor encendido,si,Siempre ,no,Con el motor apaga igualmente funciona.,no,,,,,,
565,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que debe hacer al planificar su viaje con dispositivo GPS?,,,"Para el examen de conducir en Chile, la respuesta correcta se centra en la seguridad y la prevención de distracciones. Lo que debes hacer es:
Programar la ruta ANTES de iniciar el viaje: Nunca debes ingresar datos o manipular el dispositivo mientras el vehículo está en movimiento.
Priorizar las instrucciones de voz: Configura el GPS para que te dé indicaciones audibles, de modo que no tengas que apartar la vista del camino para mirar la pantalla.
Ubicación segura: El dispositivo debe estar instalado en un soporte que no obstruya tu visión del tránsito ni interfiera con el despliegue de los airbags.
Sentido común sobre la tecnología: Recuerda que las instrucciones del GPS son una ayuda; siempre debes respetar la señalización vial vigente, incluso si el dispositivo sugiere algo distinto.
Nota legal importante: Manipular un dispositivo GPS o celular mientras conduces es una infracción gravísima (""Ley No Chat""), que conlleva multas elevadas y la suspensión de la licencia de conducir por hasta 45 días.",,3,3,Corregir la ruta en el camino,no,Revisar su ruta en el camino.,no,"Planificar y activar GPS con su ruta detenido en un lugar seguro, para no infringir la ley no chat.",si,,,,,,
566,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cuantos días puede circular un auto sin patente? Marque dos,,,"En Chile, la respuesta correcta según la normativa actual es: 0 días (Ninguno).Anteriormente existía una excepción para vehículos nuevos, pero con la entrada en vigencia de la Ley Patente 0 Días en 2023, las reglas cambiaron drásticamente:
Prohibición total: Ningún vehículo nuevo puede salir de la automotora sin su placa patente única (PPU) instalada.
Obligación de la automotora: Es responsabilidad del comercializador entregar el vehículo con la patente y la documentación correspondiente ya tramitada.
Sanción: Conducir un vehículo sin patente es una infracción gravísima. Además de la multa (1,5 a 3 UTM), Carabineros retirará el vehículo de circulación y lo enviará a corrales municipales.
Excepción única: Solo los vehículos pesados que no pueden ser transportados en camiones (como camiones de gran tonelaje o maquinaria) pueden circular con una autorización especial solo para desplazarse desde el puerto o fábrica hasta su destino, pero esto no aplica a automóviles particulares.",,3,2,Un día,no,Cero días,si,Un mes,no,,,,,,
567,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que tipo de dispositivo electrónico es permitido usar según la nueva ley no chat?,,,"Bajo la Ley No Chat (Ley Nº 21.377), la regla general es que está prohibido manipular cualquier dispositivo de telefonía móvil o artefacto electrónico que no venga incorporado de fábrica en el vehículo mientras conduces. Sin embargo, se permite el uso de ciertos dispositivos bajo condiciones estrictas:1. Dispositivos con Sistema de ""Manos Libres""Están permitidos aquellos dispositivos que se utilicen mediante un sistema que no requiera el uso de las manos para operar sus funciones principales. Esto incluye: 
Sistemas inalámbricos: Como Bluetooth o audífonos que se controlen por voz.
Mandos al volante: Botones integrados para contestar o finalizar llamadas.
Comandos de voz: Asistentes que permitan dictar mensajes o realizar tareas sin tocar ni mirar el aparato. 
2. Dispositivos Incorporados de Fábrica Se permite interactuar con pantallas y sistemas de infoentretenimiento que vengan instalados originalmente por el fabricante del automóvil. 3. GPS y Aplicaciones de Navegación Se pueden usar aplicaciones como Waze o Google Maps siempre que:
La ruta se programe con el vehículo estacionado y apagado.
El dispositivo esté instalado en un soporte fijo que no obstruya la visión ni el panel de instrumentos. 
Dato Clave: La ley prohíbe la manipulación incluso cuando estás detenido en un semáforo en rojo o ante una señal de PARE. Incumplir esto es una falta gravísima que conlleva multas de 1,5 a 3 UTM y la suspensión de la licencia de 5 a 45 días.
",,3,1,Solo incorporados de fabrica en el vehículo,si,Cualquiera,no,Celular,no,,,,,,
568,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que consideraciones debo tener si tengo un auto eléctrico?Multirespuesta,,,"El Libro del Nuevo Conductor de CONASET (actualización 2024) incorpora conceptos clave sobre la gestión de energía y el mantenimiento de vehículos eléctricos (EV), fundamentales para aprobar el examen teórico y para la conducción segura. 1. Conceptos Básicos de Autonomía La autonomía es la distancia máxima que un vehículo eléctrico puede recorrer con una sola carga completa de su batería. En Chile, los modelos actuales suelen ofrecer entre 200 y 500 km de autonomía real, dependiendo del modelo. Factores que reducen la autonomía:
Velocidad elevada: A 130 km/h, la autonomía puede reducirse hasta la mitad comparado con velocidades urbanas.
Climatología extrema: El uso intensivo de calefacción o aire acondicionado consume energía directamente de la batería principal.
Orografía: Subir pendientes prolongadas aumenta drásticamente el consumo.
Peso adicional: Transportar cargas pesadas o exceso de pasajeros exige más energía del motor. 
2. Estaciones de Carga Pública (Electrolineras)Aunque la mayoría de la carga se realiza en casa, la red pública es esencial para viajes largos o usuarios sin cargador privado. 
Tipos de Carga:
Carga Lenta/Semirrápida (AC): Usa corriente alterna. Tarda varias horas y es común en centros comerciales o estacionamientos públicos.
Carga Rápida (DC): Usa corriente continua. Puede cargar hasta el 80% de la batería en unos 20 a 40 minutos, ideal para rutas interurbanas.
Conectores en Chile: El país utiliza principalmente tres estándares: Tipo 2 (Mennekes) para carga AC, y CCS2 o CHAdeMO para carga rápida.
Aplicación Oficial: La App EcoCarga de la SEC permite localizar puntos de carga, ver su estado (disponible/ocupado), el precio y el tipo de conector compatible. 
3. Mantenimiento Preventivo Los vehículos eléctricos tienen menos piezas móviles, pero requieren cuidados específicos: 
Sistema Térmico: Es vital revisar el líquido refrigerante que regula la temperatura de las baterías para evitar degradación prematura.
Batería de 12V: Los EV siguen usando una batería pequeña para sistemas electrónicos; si esta falla, el auto no ""encenderá"" aunque la batería principal esté llena.
Frenos: Gracias al frenado regenerativo, las pastillas de freno duran mucho más, pero deben revisarse para evitar que se oxiden por falta de uso intensivo
",,3,"1, 2, 3",Conceptos básicos de autonomía,si,Conocimiento de carga publica,si,"Mantenimiento preventivo, conocimiento de accesorios para carga y cuidado.",si,,,,,,
569,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"¿Que indica la ley 21,088, ley de convivencia vial? Multirespuesta",,,"1. Prioridad en Cruces y Zonas de Espera La ley establece nuevas dinámicas en las intersecciones para favorecer la fluidez y seguridad de los ciclos:
Zonas de espera (Bicibox): Se han demarcado zonas especiales antes de los semáforos para que ciclistas y motociclistas se posicionen delante de los autos, permitiéndoles iniciar la marcha antes y ser más visibles.
Cruces peatonales: El conductor de un ciclo debe atravesarlos a velocidad reducida (ritmo de peatón). Si el flujo de peatones es muy alto, el ciclista está obligado a descender del vehículo y caminar.
Prioridad en ciclovías: En los cruces donde una ciclovía intersecta una calle, el ciclo suele tener prioridad sobre los vehículos que viran, aunque siempre se debe estar atento a la señalización específica. 
2. Distancia de Adelantamiento de 1,5 metros Para garantizar la seguridad del ciclista cuando circula por la calzada:
Obligación del conductor: Todo vehículo motorizado que adelante o sobrepase a una bicicleta u otro ciclo debe mantener una distancia lateral mínima de 1,5 metros durante toda la maniobra.
Margen de seguridad: Esta medida previene accidentes causados por el efecto de succión o por movimientos inesperados del ciclista ante irregularidades en el pavimento. 
3. Prohibición de Circular por Veredas (Aceras)La regla general es que las bicicletas son vehículos y deben transitar por las ciclovías o, en su defecto, por la pista derecha de la calzada. La circulación por la vereda está prohibida, excepto en estos casos: 
Menores: Niños y niñas menores de 14 años.
Acompañantes: Adultos que acompañen a menores de 7 años.
Personas con discapacidad: O adultos mayores.
Condiciones de la vía: Cuando el estado de la calzada o las condiciones climáticas hagan peligroso el tránsito por la calle. 
Dato Adicional: En estos casos excepcionales donde se permite el uso de la vereda, el ciclista siempre debe dar prioridad absoluta al peatón y circular a velocidad de peatón.",,3,"1, 2, 3",La ley establece nuevas dinámicas en las intersecciones para favorecer la fluidez y seguridad de los ciclos,si,"Todo vehículo motorizado que adelante o sobrepase a una bicicleta u otro ciclo debe mantener una distancia lateral mínima de 1,5 metros durante toda la maniobra.",si,"En los casos excepcionales donde se permite el uso de la vereda, el ciclista siempre debe dar prioridad absoluta al peatón y circular a velocidad de peatón. ",si,,,,,,
570,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que riesgo adicional representa un auto eléctrico para los peatones?,,,"Conducción Silenciosa: El riesgo que representa el bajo nivel de ruido para peatones y ciclistas, especialmente a bajas velocidades.",,3,1,Al ser mas silencioso es mas difícil detectarlo auditivamente,si,Es mas rápido por lo tanto mas peligroso,no,No tiene diferencias con los otros vehículos a combustión.,no,,,,,,
571,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Qué factores influyen en la tasa de alcoholemia?,,,"Para el examen de CONASET, es vital que no te confundas con los ""mitos"" que intentan engañarte en las alternativas. Aquí te detallo por qué esos factores son los correctos:
El Peso: Una persona con menos masa corporal suele alcanzar una tasa de alcoholemia más alta que una persona más pesada bebiendo lo mismo, ya que el alcohol tiene menos ""espacio"" donde distribuirse.
El Sexo: Debido a diferencias fisiológicas (distribución de grasa y agua, y menor cantidad de una enzima que procesa el alcohol), las mujeres suelen alcanzar tasas más altas que los hombres con la misma cantidad ingerida.
Rapidez al beber: Entre más rápido bebes, más rápido sube la curva de alcoholemia. El cuerpo solo puede metabolizar una cantidad pequeña por hora.
Alimentos: Tener el estómago lleno no evita que el alcohol pase a la sangre, pero sí hace que el proceso sea más lento, evitando un ""pico"" de alcoholemia tan brusco.
Los ""Falsos Amigos"" (Lo que NO funciona)En las preguntas con trampa, suelen poner que el café, una ducha fría o el ejercicio ayudan. La respuesta correcta siempre es que NADA acelera la eliminación del alcohol, excepto el tiempo (el hígado lo elimina a un ritmo constante de unos 0,1 a 0,15 g/l por hora).",,3,1,"Peso, sexo, cantidad de alcohol, rapidez al beber y si se han ingerido alimentos.",si,El ejercicio y el café  disminuyen la tasa de alcohol ,no,Estado de animo,no,,,,,,
572,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Qué pasa si te niegas a la prueba de alcotest o narcotest?,,,"Ley Emilia (Castiga el delito)Entra en juego cuando un conductor en estado de ebriedad (0,8+ g/l) causa lesiones graves o la muerte.
Cárcel Efectiva: Establece que los conductores que causen muerte o lesiones gravísimas deben cumplir al menos 1 año de cárcel efectiva, sin importar si tienen antecedentes limpios.
Penas de Cárcel: Pueden ir desde los 3 años y un día hasta los 10 años.
Delitos específicos que sanciona:
Causar lesiones gravísimas o muerte conduciendo en estado de ebriedad.
Negarse a realizar el alcotest o examen de sangre.
Fugarse del lugar del accidente sin prestar ayuda ni llamar a emergencias
",,3,1,Se presume que estabas en estado de ebriedad y la justicia puede aplicar sanciones penales y suspensión de licencia de inmediato.,si,Nada ,no,Se presume inocencia,no,,,,,,
573,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"¿cuánto tiempo tarda el cuerpo en eliminar una sola copa de vino o una cerveza para estar en 0,0 de nuevo?",,,"Para efectos del examen y seguridad real, el cuerpo humano elimina el alcohol a un ritmo promedio de 0,1 a 0,15 gramos por mil (g/l) por hora. Aquí tienes el cálculo estimado para una persona de peso promedio (70-80 kg):
Una cerveza (330 ml) o una copa de vino (100 ml): Tarda aproximadamente 2 a 3 horas en ser eliminada por completo.
Un combinado (pisco, whisky o ron): Puede tardar entre 4 y 5 horas, ya que la graduación alcohólica es mucho mayor. 
Puntos clave para el examen teórico:
El metabolismo es constante: No puedes apurar el proceso. Ni el café, ni el ejercicio, ni dormir aceleran el trabajo del hígado.
El sueño no elimina el alcohol: Si bebes mucho y te vas a dormir, es muy probable que al despertar todavía tengas alcohol en la sangre (resaca con alcoholemia positiva).
Variación individual: En mujeres, personas delgadas o personas mayores, este tiempo suele ser mayor. 
Dato importante: Si una persona alcanza el estado de ebriedad (0,8 g/l), el cuerpo tardará entre 6 y 8 horas en llegar a cero.",,3,3,Una hora,no,Media hora si tomo café,no,2 a 3 horas dependiendo del peso (70-80 kg prox),si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cuál de las siguientes prácticas contribuye a una conducción eficiente en términos de consumo de combustible?,,,"Para lograr una conducción eficiente durante un viaje, debes enfocarte en la planificación previa, el estado del vehículo y tus hábitos al volante. Aplicar estas técnicas puede reducir el consumo de combustible hasta en un 15% o 20%. 1. Preparación del Vehículo y Carga
Presión de neumáticos: Ajustarla según la carga del vehículo; unos neumáticos desinflados aumentan la resistencia y el consumo.
Mantenimiento básico: Revisa niveles de aceite y refrigerante, y asegúrate de que los filtros de aire estén limpios.
Distribución de la carga: Evita el exceso de peso innecesario y coloca el equipaje dentro del maletero. El uso de portaequipajes en el techo afecta seriamente la aerodinámica. 
2. Planificación de la Ruta
Ruta óptima: Utiliza aplicaciones de navegación para elegir el camino más corto o con menos tráfico, evitando detenciones prolongadas.
Horarios: Sal en momentos de baja congestión para mantener una velocidad más constante. 
3. Técnicas de Conducción en Carretera
Velocidad constante: Mantén un ritmo estable (idealmente entre 90 y 100 km/h en carretera) para optimizar el rendimiento del motor.
Marchas largas: Circula el mayor tiempo posible en la marcha más alta permitida, manteniendo bajas las revoluciones (RPM).
Anticipación: Observa el tráfico a lo lejos para dejar de acelerar con tiempo en lugar de frenar bruscamente, aprovechando la inercia del auto.
Ventanas y Aire: En carretera (sobre 60-80 km/h), mantén las ventanas cerradas para mejorar la aerodinámica. Usa el aire acondicionado de forma moderada.
Arranque suave: Enciende el motor sin pisar el acelerador y comienza la marcha de manera gradual. 
4. Seguridad y Descanso
Paradas regulares: Descansa cada 2 horas o 200 km para evitar la fatiga, lo cual previene reacciones bruscas e ineficientes.
Distancia de seguridad: Aplica la regla de los 3 segundos respecto al vehículo de adelante para tener margen de maniobra sin frenazos innecesarios
",,3,2,Acelera a la velocidad máxima para ahorra tiempo,no,Planificar su ruta con rigurosidad y salir con tiempo extra. ,si,Mantención de vehículo óptima ,no,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Distinga acciones que impiden una conducción eficiente? Multirespuesta,,,"Para tener una conducción eficiente es clave evitar ciertos hábitos que aumentan innecesariamente el consumo de energía o combustible. Aquí te distingo las principales acciones que la impiden:1. Mal uso de la caja de cambios
Conducir en marchas cortas: Mantener revoluciones altas (RPM) por mucho tiempo obliga al motor a trabajar de más y gastar más combustible.
Cambios bruscos: Realizar cambios de marcha sin suavidad afecta la inercia del vehículo.
2. Falta de anticipación y fluidez
Frenazos y aceleraciones: Conducir ""a tirones"" en lugar de mantener una velocidad constante es uno de los factores que más perjudica la eficiencia.
No usar el freno motor: Bajar pendientes o acercarse a un semáforo en neutro en lugar de dejar una marcha puesta impide que el sistema de corte de combustible actúe.
3. Factores aerodinámicos y de carga
Ventanas abiertas a alta velocidad: A más de 80 km/h, las ventanas abiertas generan una resistencia al viento que obliga al motor a esforzarse más.
Llevar carga innecesaria: Cada kilo extra cuenta. Además, llevar bultos en el techo sin un portaequipajes aerodinámico rompe la fluidez del aire.
4. Descuido del mantenimiento
Presión de neumáticos baja: Unos neumáticos desinflados aumentan la superficie de fricción con el pavimento, incrementando el esfuerzo para avanzar.
Filtros de aire sucios: Impiden que el motor ""respire"" bien, afectando la mezcla de combustión.
5. Uso ineficiente de accesorios
Aire acondicionado al máximo: Utilizarlo de forma excesiva cuando no es necesario (especialmente a baja velocidad) consume una cantidad significativa de energía del motor.
",,3,"1,2,3","Frenar y acelerar, constantemente en trayecto no anticipándose con comodidad al transito",si,Mantener poca distancia del vehículo que le precede,si,Conducir en marchas bajas de fuerza.,si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Conducción eficiente implica: (Multirespuesta),,,"La conducción eficiente es un estilo de manejo basado en un conjunto de técnicas y hábitos que permiten optimizar el rendimiento del vehículo. Sus pilares principales son:
Ahorro de combustible: Reducir el consumo mediante el uso óptimo del motor y las marchas.
Seguridad vial: Al basarse en la anticipación y la suavidad, disminuye drásticamente el riesgo de accidentes.
Cuidado ambiental: Reduce la emisión de gases contaminantes y la contaminación acústica.
Menor desgaste: Prolonga la vida útil de frenos, neumáticos y embrague, reduciendo los costos de mantenimiento.
En resumen, es conducir de forma más inteligente, segura y económica, aprovechando al máximo la tecnología del vehículo.",,3,"1,2,3",Reducir el consumo mediante el uso óptimo del motor y las marchas.,si,Reduce la emisión de gases contaminantes y la contaminación acústica.,si,"conducir de forma más inteligente, segura y económica, aprovechando al máximo la tecnología del vehículo.",si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,El mantenimiento correcto de su automóvil produce (Multirespuesta),,,"El mantenimiento correcto de su automóvil produce, fundamentalmente, los siguientes beneficios:
Mayor seguridad vial: Reduce significativamente el riesgo de accidentes causados por fallas mecánicas (frenos, dirección o neumáticos).
Ahorro de combustible: Un motor bien afinado y neumáticos con la presión correcta optimizan el consumo de energía.
Menor impacto ambiental: El vehículo emite menos gases contaminantes y ruidos molestos.
Ahorro económico a largo plazo: Evita reparaciones costosas por averías mayores y prolonga la vida útil del vehículo.
Mayor valor de reventa: Un auto con su historial de mantenimiento al día conserva mejor su precio en el mercado.
",,3,"1,2,3",Reduce el desgaste de motor (Cambio de aceite motor),si,Ahorro de combustible,si,Mayor seguridad vial,si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Subir una cuesta en un cambio no adecuado produce:,,,"Subir una cuesta en un cambio no adecuado (ya sea una marcha muy larga o muy corta para la pendiente) produce principalmente:
Un mayor consumo de combustible: El motor debe realizar un esfuerzo extra para mantener el movimiento.
Esfuerzo innecesario del motor: Puede provocar sobrecalentamiento o vibraciones dañinas si la marcha es muy alta (el auto ""tironea"").
Pérdida de fuerza: Si no se reduce a la marcha correcta a tiempo, el vehículo puede perder velocidad rápidamente e incluso detenerse.
En conducción eficiente, lo ideal es elegir una marcha que permita subir con fluidez sin llevar el motor excesivamente revolucionado ni tampoco ""ahogado"".",,3,1,Mayor consumo de combustible,si,Menor consumo de combustible,no,Desgaste de liquido de frenos.,no,,,,,,
